Item;Código;Denominación;Grupo;Clase;Resolución;Estado
2780;67360971;CHANCADORA PRIMARIA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2781;67361086;CHANCADORA PRIMARIA - SECUNDARIA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2782;67361201;CHANCADORA SECUNDARIA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2783;67361316;CICLON DE SUB-PRODUCTOS;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2784;67361354;COCHE MOTOR;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0009-2008/SBN-GO;EXCLUIDO
2785;67361392;COCHE REMOLQUE;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0009-2008/SBN-GO;EXCLUIDO
2786;67361431;COCINA DE ASFALTO;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2787;67361547;COMPACTADOR;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2788;67361662;COMPACTADOR VIBRATORIO TIPO PLANCHA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2789;67361777;CONCRETERO BARIVAL;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2790;67361892;CONTENEDOR;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2791;67361920;CONTENEDOR SOTERRADO;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0001-2015/SBN-DNR;ACTIVO
2792;67361949;ESCALERA ELECTRICA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0090-1999/SBN;ACTIVO
2793;67362007;ESCALERA MECANICA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2794;67362122;ESPARCIDORA DE AGREGADOS;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2795;67362179;EXCAVADORA HIDRAULICA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0090-1999/SBN;ACTIVO
2796;67362237;GRUA BASCULANTE;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2797;67362352;GRUA DE CONSTRUCCION;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2798;67362467;GRUA FLOTANTE;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0009-2008/SBN-GO;EXCLUIDO
2799;67362524;GRUA MONORRIEL - GRUA TIPO PORTICO;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0090-1999/SBN;ACTIVO
2800;67362553;GRUA MOVIL PORTACONTENEDOR - REACH STACKER;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0003-2005/SBN-GO;ACTIVO
2801;67362583;GRUA OSCILANTE;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2802;67362640;GRUA PUENTE;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0090-1999/SBN;ACTIVO
2803;67362669;GRUA TELESCOPICA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0089-2001/SBN;ACTIVO
2804;67362698;HORNO PARA COCCION DE YESO;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2805;67362813;HORNO PARA ESCURRIMIENTO DE CENIZAS;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2806;67362928;HORNO PARA FUNDICION;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2807;67363043;LIMPIA PLAYA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2808;67363158;LIMPIADOR DE DRENES;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2809;67363215;LOCOMOTORA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0009-2008/SBN-GO;EXCLUIDO
2810;67363273;MAQUINA COSECHADORA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2811;67363388;MAQUINA CULTIVADORA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2812;67363503;MAQUINA MEZCLADORA DE TIERRA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2813;67363619;MAQUINA PARA HACER ESCAMAS DE HIELO;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2814;67363734;MAQUINA SEGADORA TRILLADORA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2815;67363791;MAQUINA TABLEADORA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0090-1999/SBN;ACTIVO
2816;67363849;MEZCLADOR DE CONCRETO;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2817;67363964;MOLINOS EN GENERAL;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2818;67364079;MOTOCULTOR;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2819;67364194;MOTOGRUA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2820;67364309;MOTONIVELADORA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2821;67364424;MOTOTRAILLAS;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2822;67364540;PALA DRAGALINA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2823;67364655;PAVIMENTADORA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2824;67364770;PERFORADORA DE POZO;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2825;67364885;PERFORADORA SOBRE ORUGAS;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2826;67365000;PILADORA EN GENERAL;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2827;67365115;PLANTA CHANCADORA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2828;67365172;PLANTA DE ASFALTO EN CALIENTE;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0040-98/SBN;ACTIVO
2829;67365230;PLANTA DE ASFALTO EN FRIO;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2830;67365345;PLANTA DE HORMIGON;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2831;67365460;PLANTA DE PARQUET;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2832;67365576;PLANTA DOSIFICADORA DE CONCRETO;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2833;67365604;PLANTA EVAPORADORA DE AGUA DE COLA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0004-2002/SBN;ACTIVO
2834;67365633;PLANTA PARA ELABORAR FIDEOS;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0090-1999/SBN;ACTIVO
2835;67365691;PLATAFORMA TIPO CARRETA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2836;67365806;REMOLCADOR;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2837;67365921;REMOLQUE AGRICOLA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2838;67366036;RETROEXCAVADORA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2839;67366151;RIPPER;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2840;67366266;ROBOT TRIXER;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2841;67366381;RODILLO LISO VIBRATORIO AUTOPROPULSADO;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2842;67366497;RODILLO LISO VIBRATORIO MANUAL;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2843;67366612;RODILLO NEUMATICO AUTOPROPULSADO;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2844;67366727;RODILLO PATA DE CABRA VIBRATORIO AUTOPROPULSADO;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2845;67366842;RODILLO TANDEM ESTATICO AUTOPROPULSADO;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2846;67366957;RODILLO TANDEM VIBRATORIO AUTOPROPULSADO;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2847;67367072;RODILLO VIBRATORIO;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2848;67367187;RUEDA DECANTADORA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2849;67367302;SECADOR DE ARIDOS;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2850;67367340;SEGADORA ACONDICIONADORA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0090-1999/SBN;ACTIVO
2851;67367378;SEGADORA DE DISCO PARA FORRAJE;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0090-1999/SBN;ACTIVO
2852;67367417;SELECCIONADORA DE AGREGADOS;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2853;67367533;SILO (OTROS);67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2854;67367648;SILO TRANSPORTADOR DE CEMENTO;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2855;67367676;SUBSOLADOR;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0090-1999/SBN;ACTIVO
2856;67367704;TANQUE ABLANDADOR DE AGUA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0090-1999/SBN;ACTIVO
2857;67367718;TANQUE COCINADOR A VAPOR;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0089-2001/SBN;ACTIVO
2858;67367732;TANQUE DE CONDENSADO;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0090-1999/SBN;ACTIVO
2859;67367747;TANQUE DE FERMENTACION;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0089-2001/SBN;ACTIVO
2860;67367763;TANQUE DE METAL - CISTERNA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2861;67367777;TANQUE DE PURGA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0001-2015/SBN-DNR;ACTIVO
2862;67367791;TANQUE DE SALMUERA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0090-1999/SBN;ACTIVO
2863;67367820;TANQUE HIDRONEUMATICO;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0090-1999/SBN;ACTIVO
2864;67367849;TANQUE NEUMATICO;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0090-1999/SBN;ACTIVO
2865;67367878;TANQUE PARA ALMACENAMIENTO DE COMBUSTIBLE;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2866;67367993;TELESCOPIO;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2867;67368108;TINA DESENGRASADORA ELECTROLITICA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2868;67368223;TINA DESENGRASADORA QUIMICA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2869;67368338;TINA NEUTRALIZADORA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2870;67368395;TOLVA (OTRAS);67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0090-1999/SBN;ACTIVO
2871;67368453;TOLVA ALIMENTADORA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2872;67368569;TOLVA DOSIFICADORA DE CONCRETO;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2873;67368684;TOLVA PARA GRAVA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2874;67368799;TRACTOR AGRICOLA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2875;67368914;TRACTOR BULDOZER;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2876;67369029;TRACTOR CON RIPPER;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2877;67369144;TRACTOR DE LLANTA - TRACTOR DE TIRO;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2878;67369259;TRACTOR ORUGA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2879;67369374;TRONQUERA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2880;67369412;VAGONETA GRUA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0009-2008/SBN-GO;EXCLUIDO
2881;67369450;VAGONETA PLATAFORMA AUTOPROPULSADA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0009-2008/SBN-GO;EXCLUIDO
2882;67369490;VAGONETAS;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0009-2008/SBN-GO;EXCLUIDO
2883;67369605;ZANJADORA ENTUBADORA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2884;67369720;ZARANDA ROTATIVA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2885;67369835;ZARANDA VIBRATORIA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2886;67369950;ZARANDEADORA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2887;67500001;MAQUINA MEZCLADORA REFINADORA DE CACAO;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;003-2018/SBN-DNR;ACTIVO
2888;67500002;MAQUINA ESFERONIZADORA;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;003-2018/SBN-DNR;ACTIVO
2889;67500003;LAVADORA PARA LABORATORIO TEXTIL;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;003-2018/SBN-DNR;ACTIVO
2890;67500004;TINA DE ESCALDADO;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;003-2018/SBN-DNR;ACTIVO
2891;67500005;MAQUINA PLATILLADORA;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;003-2018/SBN-DNR;ACTIVO
2892;67500006;MAQUINA BOBINADORA;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;003-2018/SBN-DNR;ACTIVO
2893;67500007;MAQUINA HILADORA;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;003-2018/SBN-DNR;ACTIVO
2894;67500008;MAQUINA PEINADORA Y ESTIRADORA;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;003-2018/SBN-DNR;ACTIVO
2895;67500009;ACONDICIONADOR CILINDRICO;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0090-1999/SBN;ACTIVO
2896;67500010;ELIMINADOR DE CERA;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;003-2018/SBN-DNR;ACTIVO
2897;67500011;MAQUINA DE TEÃIDO;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;003-2018/SBN-DNR;ACTIVO
2898;67500012;MAQUINA DE VACIADO;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;003-2018/SBN-DNR;ACTIVO
2899;67500013;MAQUINA MEZCLADORA DE REVESTIMIENTO;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;003-2018/SBN-DNR;ACTIVO
2900;67500014;ALINEADOR DE BIELAS;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0090-1999/SBN;ACTIVO
2901;67500015;TAMBOR PULIDOR MAGNETICO DE JOYAS;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;003-2018/SBN-DNR;ACTIVO
2902;67500016;CORTASETOS;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;003-2018/SBN-DNR;ACTIVO
2903;67500017;LAUNDEROMETRO;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;003-2018/SBN-DNR;ACTIVO
2904;67500018;FROTIMETRO;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;003-2018/SBN-DNR;ACTIVO
2905;67500019;MAQUINA HUMEDECEDORA DE CALZADO;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;003-2018/SBN-DNR;ACTIVO
2906;67500020;MAQUINA FORMADORA DE ALBONDIGAS;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;011-2019/SBN;ACTIVO
2907;67500021;BARNIZADORA AUTOMATICA PARA IMPRESIONES;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;011-2019/SBN;ACTIVO
2908;67500022;MAQUINA ARMADORA DE CAJAS DE CARTON;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;011-2019/SBN;ACTIVO
2909;67500026;ALINEADOR DE LUCES DE VEHICULOS;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0090-1999/SBN;ACTIVO
2910;67500038;ALINEADOR DE RUEDAS - BALANCEADOR DE RUEDAS;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0090-1999/SBN;ACTIVO
2911;67500050;ALISADORA;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0158-97/SBN;ACTIVO
2912;67500077;ALISADORA DE CONCRETO - ALISADORA DE PAVIMENTO;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0089-2001/SBN;ACTIVO
2913;67500105;AMOLADORA;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0130-2000/SBN;ACTIVO
2914;67500160;AMPLIADORA DE FOTOGRAFIAS;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0158-97/SBN;ACTIVO
2915;67500215;AMPLIADORA DE PLACAS FOTOGRAFICAS;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0040-98/SBN;ACTIVO
2916;67500216;APILADORA ELECTRICA;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0009-2008/SBN-GO;ACTIVO
2917;67500217;APISONADOR VIBRATORIO - BAILARINA;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0089-2001/SBN;ACTIVO
2918;67500218;ARMADORA DE ENFRANQUES DE CALZADO;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0003-2005/SBN-GO;ACTIVO
2919;67500219;ARMADORA DE REVISTAS;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0089-2001/SBN;ACTIVO
2920;67500220;ARMADORA DE TALONES Y TACOS DE CALZADO;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0015-2004/SBN-GO;ACTIVO
2921;67500221;AUTOCLAVE DE COLCHONES;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0090-1999/SBN;ACTIVO
2922;67500222;ASERRADERO PORTATIL/MOVIL;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0025-2009/SBN-GO;ACTIVO
2923;67500225;BANCO DE CONTROL PARA TORSION Y TENSION DE SIERRA CIRCULAR;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0004-2010/SBN-GO;ACTIVO
2924;67500228;BANCO PARA REPARACION DE CILINDROS HIDRAULICOS;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0090-1999/SBN;ACTIVO
2925;67500231;BARREDORA;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0004-2002/SBN;ACTIVO
2926;67500233;BARRENADORA;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0025-2009/SBN-GO;ACTIVO
2927;67500235;BATIDORA INDUSTRIAL;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0090-1999/SBN;ACTIVO
2928;67500242;BISELADORA;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0040-98/SBN;ACTIVO
2929;67500249;BISELADORA DE PLACAS DE MARMOL;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0089-2001/SBN;ACTIVO
2930;67500256;BOMBA AIREADORA - BLOWER;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0090-1999/SBN;ACTIVO
2931;67500263;BOMBA PARA CONCRETO;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0089-2001/SBN;ACTIVO
2932;67500264;BOTAL DE CURTIDO;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;003-2018/SBN-DNR;ACTIVO
2933;67500266;BRUÃIDORA DE CILINDROS;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0015-2004/SBN-GO;ACTIVO
2934;67500268;CABINA HORNO DE PINTURA;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0025-2009/SBN-GO;ACTIVO
2935;67500270;CALDERO;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0158-97/SBN;ACTIVO
2936;67500297;CAMARA DE FERMENTACION;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0089-2001/SBN;ACTIVO
2937;67500325;CAMARA FOTOMECANICA;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0040-98/SBN;ACTIVO
2938;67500328;CAMBRADORA;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0004-2010/SBN-GO;ACTIVO
2939;67500331;CARGADOR APILADOR MANUAL - MANUAL STACKER;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0003-2005/SBN-GO;ACTIVO
2940;67500338;CARGADOR TELESCOPICO;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0013-2003/SBN-GO;ACTIVO
2941;67500352;CELDA DE FLOTACION;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0090-1999/SBN;ACTIVO
2942;67500366;CENTRADORA DE PUNTAS DE CALZADO;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0015-2004/SBN-GO;ACTIVO
2943;67500380;CENTRIFUGA;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0158-97/SBN;ACTIVO
2944;67500384;CENTRO DE MECANIZADO;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0004-2002/SBN;ACTIVO
2945;67500386;CEPILLADORA DE REGROSAR SUPERFICIE Y SIERRA CIRCULAR;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0013-2003/SBN-GO;ACTIVO
2946;67500389;CERRADORA AUTOMATICA DE FRASCOS;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0089-2001/SBN;ACTIVO
2947;67500392;CERRADORA DE COSTADOS DE CALZADO;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0015-2004/SBN-GO;ACTIVO
2948;67500395;CERRADORA DE TALONES DE CALZADO;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0015-2004/SBN-GO;ACTIVO
2949;67500398;CHANCADORA (OTRAS);67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0089-2001/SBN;ACTIVO
2950;67500407;CHAPONERO;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0130-2000/SBN;ACTIVO
2951;67500414;CHIPEADORA DESTROZADORA DE TRONCOS;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0002-2012/SBN-DNR;ACTIVO
2952;67500421;CIZALLA DE MESA TIPO GUILLOTINA;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0013-2003/SBN-GO;ACTIVO
2953;67500435;CLASIFICADOR HIDRAULICO;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0090-1999/SBN;ACTIVO
2954;67500448;CONCHADORA DE CACAO;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0001-2016/SBN-DNR;ACTIVO
2955;67500462;CONTADORA DE PAPEL CARTON Y PLASTICOS;67 MAQUINARIA, VEHICULOS Y OTROS;50 MAQUINA;0015-2004/SBN-GO;ACTIVO
